64,974.5,547.5,12,12
71,974.5,548.5,26,11
78,974.5,547.5,26,14
84,974.5,547.5,12,12
91,974.5,547.5,12,12
98,974.5,548.5,13,11
105,974.5,547.5,13,12
111,974.5,547.5,12,12
118,974.5,547.5,12,12
124,974.5,547.5,13,12
131,973.5,547.5,14,12
138,974.5,547.5,13,12
145,973.5,547.5,14,12
151,974.5,547.5,12,12
158,974.5,547.5,12,12
165,974.5,547.5,13,12
171,974.5,547.5,26,13
178,987.5,547.5,14,12
184,974.5,547.5,12,14
191,974.5,547.5,26,12
198,974.5,547.5,13,12
204,987.5,548.5,13,11
211,974.5,559.5,12,13
217,974.5,559.5,12,13
224,974.5,557.5,12,15
230,974.5,547.5,13,13
236,974.5,547.5,13,13
243,973.5,547.5,14,12
249,974.5,547.5,13,12
256,973.5,547.5,28,12
262,973.5,547.5,28,12
269,987.5,547.5,14,12
275,973.5,547.5,27,12
282,973.5,547.5,28,12
288,973.5,547.5,28,12
295,974.5,547.5,13,12
301,974.5,547.5,13,12
308,973.5,547.5,14,12
314,973.5,547.5,28,12
321,973.5,547.5,14,12
327,973.5,547.5,14,12
334,986.5,547.5,14,12
340,973.5,547.5,14,12
347,974.5,547.5,26,12
353,974.5,547.5,12,12
359,973.5,547.5,28,12
366,973.5,547.5,14,12
