84,645.5,300.5,178,232
94,645.5,259.5,164,273
104,645.5,300.5,178,219
114,659.5,260.5,178,245
124,659.5,286.5,191,251
134,632.5,255.5,232,291
144,645.5,287.5,178,218
154,645.5,300.5,178,219
164,562.5,289.5,274,313
174,659.5,327.5,164,192
184,604.5,300.5,241,270
194,591.5,285.5,289,432
204,659.5,271.5,191,220
214,632.5,286.5,207,287
224,632.5,282.5,213,278
234,659.5,300.5,219,232
244,632.5,286.5,259,289
254,645.5,300.5,219,287
264,618.5,243.5,327,330
274,632.5,300.5,218,248
284,645.5,300.5,205,232
294,645.5,313.5,219,247
304,632.5,314.5,205,246
314,645.5,314.5,192,232
324,645.5,297.5,192,249
334,618.5,355.5,246,328
344,632.5,302.5,191,230
354,645.5,314.5,205,218
364,673.5,300.5,197,246
374,632.5,259.5,218,273
384,604.5,382.5,274,396
394,645.5,382.5,219,260
404,632.5,300.5,218,249
414,659.5,341.5,232,287
424,645.5,314.5,192,222
434,645.5,314.5,195,245
444,635.5,341.5,243,287
454,659.5,341.5,219,287
464,632.5,286.5,231,316
474,645.5,314.5,205,259
484,624.5,287.5,226,300
494,659.5,314.5,191,259
