111,864.5,341.5,178,178
121,864.5,382.5,137,150
131,850.5,382.5,152,164
141,850.5,409.5,123,123
151,850.5,396.5,123,136
161,850.5,396.5,123,150
171,837.5,382.5,150,150
181,809.5,382.5,178,164
191,809.5,382.5,178,164
201,850.5,396.5,137,136
211,837.5,382.5,166,178
221,837.5,396.5,136,150
231,796.5,382.5,191,178
241,837.5,382.5,136,150
251,809.5,396.5,178,177
261,796.5,355.5,218,218
271,823.5,368.5,178,219
281,823.5,382.5,178,205
291,796.5,396.5,177,191
301,823.5,368.5,191,192
311,809.5,396.5,164,177
321,796.5,382.5,177,205
331,809.5,396.5,151,177
341,823.5,395.5,164,165
351,782.5,382.5,205,191
361,823.5,396.5,164,164
371,823.5,396.5,150,164
381,823.5,409.5,150,164
391,823.5,409.5,150,151
401,795.5,382.5,189,219
411,796.5,396.5,177,164
421,809.5,382.5,178,178
431,823.5,409.5,137,151
441,823.5,409.5,137,151
451,823.5,409.5,150,137
461,823.5,382.5,150,164
471,837.5,409.5,123,137
481,796.5,396.5,191,191
491,796.5,396.5,191,177
