57,891.5,327.5,151,151
67,891.5,327.5,151,151
77,878.5,314.5,164,164
87,878.5,314.5,164,177
97,864.5,341.5,164,150
107,878.5,327.5,150,151
117,878.5,341.5,150,164
127,878.5,314.5,191,177
137,864.5,327.5,191,178
147,864.5,341.5,164,191
157,864.5,313.5,178,219
167,837.5,314.5,218,205
177,809.5,327.5,219,219
187,796.5,341.5,246,287
197,811.5,314.5,217,232
207,809.5,355.5,219,218
217,768.5,341.5,246,205
227,837.5,341.5,205,246
237,850.5,341.5,178,191
247,833.5,355.5,181,177
257,837.5,327.5,191,178
267,796.5,341.5,232,178
277,837.5,355.5,191,177
287,864.5,355.5,164,177
297,864.5,355.5,164,164
307,784.5,355.5,230,205
317,850.5,341.5,192,178
327,837.5,350.5,191,182
337,837.5,355.5,164,177
347,864.5,355.5,164,150
357,559.5,561.5,133,297
367,864.5,355.5,164,164
377,783.5,314.5,259,230
387,864.5,355.5,164,177
397,850.5,355.5,164,177
407,878.5,355.5,150,136
417,864.5,341.5,164,178
427,864.5,341.5,164,164
437,878.5,355.5,136,150
447,755.5,341.5,287,191
457,864.5,355.5,160,164
467,809.5,327.5,219,287
477,878.5,355.5,164,164
487,850.5,355.5,164,150
497,782.5,409.5,178,164
