71,438.5,79.5,510,496
81,632.5,287.5,191,218
91,643.5,272.5,194,260
101,645.5,286.5,192,260
111,633.5,178.5,220,394
121,645.5,218.5,192,369
131,645.5,319.5,178,268
141,591.5,259.5,240,314
151,618.5,245.5,242,287
161,618.5,177.5,273,398
171,630.5,189.5,255,386
181,645.5,204.5,249,385
191,673.5,355.5,205,259
201,591.5,271.5,297,248
211,618.5,215.5,262,359
221,618.5,286.5,205,281
231,629.5,223.5,223,286
241,645.5,244.5,205,331
251,618.5,218.5,218,314
261,618.5,286.5,234,254
271,635.5,276.5,218,282
281,467.5,20.5,504,870
291,659.5,355.5,273,341
301,714.5,491.5,123,123
311,632.5,258.5,232,314
321,714.5,478.5,136,136
331,641.5,272.5,250,301
341,700.5,478.5,123,123
351,714.5,478.5,109,123
361,604.5,258.5,301,328
371,615.5,190.5,275,481
381,671.5,273.5,193,355
391,645.5,245.5,233,274
401,714.5,478.5,109,123
411,700.5,341.5,151,273
421,700.5,450.5,123,151
431,714.5,478.5,123,123
441,714.5,478.5,123,123
451,727.5,491.5,96,96
461,712.5,397.5,152,231
471,686.5,450.5,151,178
481,700.5,450.5,164,151
