95,839.5,481.5,24,25
105,839.5,480.5,12,12
110,839.5,480.5,11,25
120,839.5,480.5,11,25
125,838.5,480.5,12,12
134,839.5,480.5,11,12
140,839.5,480.5,11,25
149,839.5,480.5,11,13
155,839.5,480.5,11,12
164,839.5,480.5,11,12
169,839.5,481.5,11,24
179,839.5,480.5,11,12
184,838.5,480.5,12,12
193,839.5,480.5,11,12
199,838.5,480.5,12,12
208,839.5,480.5,11,12
213,839.5,480.5,11,11
241,852.5,493.5,12,13
247,852.5,493.5,12,12
255,852.5,493.5,12,12
262,851.5,493.5,13,12
270,852.5,493.5,12,12
275,852.5,493.5,12,12
284,852.5,493.5,12,12
290,851.5,493.5,13,13
298,839.5,492.5,25,13
304,839.5,493.5,11,12
313,852.5,493.5,12,13
318,851.5,493.5,13,12
330,852.5,493.5,12,12
335,852.5,493.5,12,12
345,852.5,493.5,12,12
350,853.5,493.5,10,12
360,852.5,493.5,11,12
366,853.5,493.5,10,13
375,852.5,493.5,12,12
380,852.5,493.5,12,13
389,852.5,493.5,12,12
394,852.5,492.5,12,13
403,852.5,493.5,12,12
408,852.5,492.5,11,13
425,880.5,398.5,12,26
432,880.5,370.5,12,25
442,880.5,385.5,11,12
447,867.5,506.5,11,13
456,880.5,507.5,11,12
462,866.5,507.5,13,12
471,880.5,507.5,11,12
476,866.5,507.5,25,12
485,866.5,507.5,13,13
490,879.5,507.5,12,12
