90,578.5,260.5,219,246
100,592.5,274.5,205,218
110,598.5,287.5,199,192
120,592.5,301.5,205,191
130,605.5,260.5,192,246
140,623.5,246.5,215,277
150,605.5,260.5,205,246
160,619.5,274.5,274,367
170,593.5,245.5,245,302
180,605.5,315.5,178,164
190,619.5,277.5,166,188
200,605.5,260.5,192,232
210,605.5,246.5,219,274
220,592.5,239.5,246,281
230,577.5,193.5,277,343
240,592.5,233.5,273,317
250,590.5,246.5,233,275
260,614.5,235.5,307,451
270,605.5,244.5,288,398
280,576.5,283.5,374,447
290,619.5,301.5,219,273
300,591.5,191.5,290,358
310,619.5,253.5,235,280
320,592.5,217.5,275,319
330,563.5,243.5,478,442
340,588.5,193.5,344,410
350,560.5,176.5,333,563
360,577.5,273.5,351,303
370,642.5,302.5,240,409
380,646.5,465.5,205,219
390,577.5,316.5,223,247
400,619.5,287.5,191,246
410,590.5,260.5,330,372
420,605.5,277.5,287,338
430,619.5,287.5,205,260
440,619.5,235.5,260,264
450,592.5,262.5,273,312
460,578.5,315.5,299,398
470,619.5,315.5,191,205
480,605.5,259.5,246,261
490,619.5,438.5,287,340
