64,975.5,548.5,12,12
71,975.5,549.5,26,11
78,975.5,548.5,26,14
84,975.5,548.5,12,12
91,975.5,548.5,12,12
98,975.5,549.5,13,11
105,975.5,548.5,13,12
111,975.5,548.5,12,12
118,975.5,548.5,12,12
124,975.5,548.5,13,12
131,974.5,548.5,14,12
138,975.5,548.5,13,12
145,974.5,548.5,14,12
151,975.5,548.5,12,12
158,975.5,548.5,12,12
165,975.5,548.5,13,12
171,975.5,548.5,26,13
178,988.5,548.5,14,12
184,975.5,548.5,12,14
191,975.5,548.5,26,12
198,975.5,548.5,13,12
204,988.5,549.5,13,11
211,975.5,560.5,12,13
217,975.5,560.5,12,13
224,975.5,558.5,12,15
230,975.5,548.5,13,13
236,975.5,548.5,13,13
243,974.5,548.5,14,12
249,975.5,548.5,13,12
256,974.5,548.5,28,12
262,974.5,548.5,28,12
269,988.5,548.5,14,12
275,974.5,548.5,27,12
282,974.5,548.5,28,12
288,974.5,548.5,28,12
295,975.5,548.5,13,12
301,975.5,548.5,13,12
308,974.5,548.5,14,12
314,974.5,548.5,28,12
321,974.5,548.5,14,12
327,974.5,548.5,14,12
334,987.5,548.5,14,12
340,974.5,548.5,14,12
347,975.5,548.5,26,12
353,975.5,548.5,12,12
359,974.5,548.5,28,12
366,974.5,548.5,14,12
