90,944.5,371.5,102,128
95,918.5,344.5,155,184
100,921.5,333.5,178,191
105,921.5,347.5,246,287
110,836.5,358.5,268,236
115,944.5,385.5,102,89
153,975.5,361.5,28,27
158,904.5,304.5,169,209
163,905.5,290.5,167,235
168,893.5,278.5,192,246
173,907.5,292.5,151,233
178,879.5,292.5,165,191
183,879.5,278.5,206,193
188,933.5,319.5,113,113
225,918.5,289.5,129,142
230,919.5,304.5,140,128
235,907.5,278.5,150,151
240,893.5,278.5,151,165
245,907.5,292.5,150,164
287,946.5,331.5,100,86
292,907.5,278.5,178,178
297,921.5,306.5,136,137
302,893.5,306.5,178,164
307,907.5,306.5,150,164
343,904.5,277.5,155,155
348,879.5,265.5,192,205
353,879.5,265.5,177,191
358,879.5,278.5,165,151
363,876.5,251.5,209,233
399,918.5,277.5,114,139
404,879.5,237.5,206,248
409,921.5,278.5,123,137
414,893.5,290.5,151,180
419,647.5,251.5,520,370
463,893.5,278.5,164,178
468,893.5,278.5,151,165
473,866.5,278.5,233,233
478,868.5,278.5,189,189
483,879.5,278.5,206,261
488,893.5,278.5,233,233
