76,920.5,328.5,177,164
86,920.5,342.5,136,137
96,892.5,328.5,151,151
106,879.5,328.5,150,164
116,865.5,328.5,178,178
126,865.5,342.5,178,191
136,851.5,328.5,192,192
146,865.5,342.5,164,178
156,865.5,328.5,181,179
166,865.5,328.5,178,219
176,851.5,315.5,182,205
186,851.5,328.5,192,192
196,849.5,299.5,183,222
206,814.5,315.5,229,246
216,851.5,301.5,192,191
226,851.5,285.5,190,248
236,863.5,316.5,209,193
246,838.5,328.5,232,205
256,824.5,328.5,219,233
266,855.5,315.5,174,205
276,1071.5,274.5,13,300
286,851.5,328.5,192,219
296,876.5,342.5,194,164
306,832.5,301.5,238,246
316,797.5,356.5,218,191
326,848.5,299.5,197,234
336,797.5,342.5,232,232
346,810.5,397.5,220,246
356,810.5,369.5,192,246
366,851.5,356.5,164,218
376,842.5,301.5,214,248
386,851.5,301.5,205,314
396,838.5,342.5,205,191
406,865.5,274.5,192,286
416,783.5,410.5,191,192
426,797.5,356.5,236,287
436,838.5,383.5,177,191
446,769.5,383.5,233,191
456,865.5,328.5,178,192
466,838.5,356.5,191,232
476,810.5,397.5,192,205
