114,851.5,369.5,164,205
119,865.5,383.5,150,164
124,838.5,397.5,177,232
129,851.5,397.5,178,205
134,863.5,394.5,129,182
169,865.5,395.5,150,207
174,851.5,383.5,178,219
179,851.5,383.5,178,219
184,865.5,383.5,150,205
189,824.5,383.5,178,232
194,863.5,422.5,127,169
237,865.5,383.5,164,164
242,865.5,383.5,150,164
247,865.5,383.5,150,191
252,851.5,383.5,164,191
257,851.5,383.5,205,205
304,851.5,356.5,192,246
309,851.5,369.5,164,178
314,851.5,369.5,164,192
319,851.5,383.5,178,205
324,851.5,367.5,193,223
363,865.5,369.5,178,192
368,865.5,369.5,150,192
373,861.5,369.5,154,178
378,865.5,369.5,164,205
383,851.5,369.5,192,219
421,851.5,369.5,178,178
426,892.5,383.5,123,150
431,865.5,369.5,178,192
436,879.5,383.5,123,164
441,879.5,369.5,150,192
446,879.5,369.5,164,205
451,879.5,369.5,177,205
489,838.5,356.5,191,218
494,851.5,383.5,164,178
