84,646.5,301.5,178,232
94,646.5,260.5,164,273
104,646.5,301.5,178,219
114,660.5,261.5,178,245
124,660.5,287.5,191,251
134,633.5,256.5,232,291
144,646.5,288.5,178,218
154,646.5,301.5,178,219
164,563.5,290.5,274,313
174,660.5,328.5,164,192
184,605.5,301.5,241,270
194,592.5,286.5,289,432
204,660.5,272.5,191,220
214,633.5,287.5,207,287
224,633.5,283.5,213,278
234,660.5,301.5,219,232
244,633.5,287.5,259,289
254,646.5,301.5,219,287
264,619.5,244.5,327,330
274,633.5,301.5,218,248
284,646.5,301.5,205,232
294,646.5,314.5,219,247
304,633.5,315.5,205,246
314,646.5,315.5,192,232
324,646.5,298.5,192,249
334,619.5,356.5,246,328
344,633.5,303.5,191,230
354,646.5,315.5,205,218
364,674.5,301.5,197,246
374,633.5,260.5,218,273
384,605.5,383.5,274,396
394,646.5,383.5,219,260
404,633.5,301.5,218,249
414,660.5,342.5,232,287
424,646.5,315.5,192,222
434,646.5,315.5,195,245
444,636.5,342.5,243,287
454,660.5,342.5,219,287
464,633.5,287.5,231,316
474,646.5,315.5,205,259
484,625.5,288.5,226,300
494,660.5,315.5,191,259
