90,577.5,259.5,219,246
100,591.5,273.5,205,218
110,597.5,286.5,199,192
120,591.5,300.5,205,191
130,604.5,259.5,192,246
140,622.5,245.5,215,277
150,604.5,259.5,205,246
160,618.5,273.5,274,367
170,592.5,244.5,245,302
180,604.5,314.5,178,164
190,618.5,276.5,166,188
200,604.5,259.5,192,232
210,604.5,245.5,219,274
220,591.5,238.5,246,281
230,576.5,192.5,277,343
240,591.5,232.5,273,317
250,589.5,245.5,233,275
260,613.5,234.5,307,451
270,604.5,243.5,288,398
280,575.5,282.5,374,447
290,618.5,300.5,219,273
300,590.5,190.5,290,358
310,618.5,252.5,235,280
320,591.5,216.5,275,319
330,562.5,242.5,478,442
340,587.5,192.5,344,410
350,559.5,175.5,333,563
360,576.5,272.5,351,303
370,641.5,301.5,240,409
380,645.5,464.5,205,219
390,576.5,315.5,223,247
400,618.5,286.5,191,246
410,589.5,259.5,330,372
420,604.5,276.5,287,338
430,618.5,286.5,205,260
440,618.5,234.5,260,264
450,591.5,261.5,273,312
460,577.5,314.5,299,398
470,618.5,314.5,191,205
480,604.5,258.5,246,261
490,618.5,437.5,287,340
