104,686.5,245.5,151,164
114,673.5,215.5,165,208
124,682.5,233.5,155,204
134,673.5,232.5,177,205
144,673.5,218.5,205,219
154,670.5,123.5,235,341
164,686.5,232.5,178,232
174,684.5,245.5,194,205
184,686.5,232.5,192,259
194,687.5,244.5,166,208
204,466.5,216.5,579,425
214,671.5,192.5,221,339
224,674.5,228.5,262,306
234,700.5,286.5,205,246
244,659.5,218.5,232,231
254,686.5,218.5,205,261
264,655.5,258.5,190,204
274,673.5,222.5,191,215
284,670.5,201.5,194,263
294,657.5,257.5,223,317
304,655.5,244.5,220,305
314,684.5,242.5,235,331
324,678.5,230.5,213,279
334,639.5,282.5,228,281
344,562.5,256.5,358,416
354,723.5,342.5,209,258
364,684.5,570.5,496,374
374,577.5,255.5,305,389
384,673.5,314.5,273,293
394,642.5,216.5,288,346
404,644.5,230.5,251,344
414,656.5,272.5,279,263
424,644.5,201.5,290,357
434,674.5,259.5,258,287
444,675.5,204.5,229,316
454,683.5,202.5,224,302
464,644.5,190.5,290,370
474,644.5,220.5,304,475
484,725.5,302.5,193,258
494,630.5,202.5,304,316
