112,999.5,339.5,113,127
117,986.5,327.5,151,151
122,973.5,327.5,164,151
127,1001.5,341.5,109,109
132,973.5,341.5,150,137
137,987.5,341.5,123,123
198,999.5,351.5,127,116
203,998.5,351.5,126,116
208,987.5,327.5,150,151
213,987.5,341.5,136,137
218,960.5,355.5,136,136
223,986.5,354.5,127,126
250,1012.5,353.5,101,114
255,999.5,352.5,114,114
260,985.5,339.5,209,223
265,987.5,327.5,150,151
270,973.5,341.5,150,137
275,987.5,355.5,109,109
310,999.5,352.5,125,128
315,987.5,314.5,164,246
320,1000.5,355.5,110,109
325,987.5,355.5,136,123
330,973.5,355.5,123,123
364,973.5,341.5,192,232
369,987.5,341.5,136,137
374,987.5,341.5,123,123
379,987.5,355.5,123,123
384,973.5,368.5,123,110
389,973.5,327.5,246,260
438,1011.5,393.5,75,73
443,987.5,368.5,164,151
448,987.5,382.5,123,109
453,987.5,382.5,109,109
458,987.5,382.5,136,123
