152,737.5,229.5,158,182
157,714.5,204.5,232,219
162,755.5,245.5,136,151
167,727.5,245.5,192,178
172,714.5,218.5,209,219
177,727.5,232.5,178,191
182,727.5,204.5,205,219
187,714.5,204.5,218,233
232,724.5,202.5,196,210
237,714.5,191.5,218,232
242,714.5,232.5,205,191
247,686.5,218.5,246,232
252,714.5,232.5,205,205
257,714.5,245.5,177,178
262,727.5,245.5,164,164
267,727.5,232.5,164,191
272,714.5,163.5,232,260
309,724.5,216.5,170,194
314,727.5,241.5,164,168
319,741.5,259.5,137,150
324,727.5,259.5,151,150
329,727.5,245.5,151,164
334,727.5,259.5,151,150
373,726.5,242.5,140,168
378,700.5,207.5,205,216
383,714.5,245.5,164,178
388,713.5,245.5,165,192
393,727.5,259.5,151,150
398,727.5,259.5,137,164
403,727.5,245.5,151,164
438,712.5,218.5,193,205
443,714.5,245.5,164,164
448,714.5,232.5,191,191
453,714.5,259.5,164,164
458,714.5,245.5,164,178
463,727.5,259.5,151,164
468,714.5,218.5,164,205
